age,job,marital,education
37,blue-collar,married,secondary
55,blue-collar,married,secondary
32,self-employed,single,tertiary
34,management,married,tertiary
34,admin.,married,secondary
45,blue-collar,married,secondary
29,management,single,tertiary
29,admin.,single,tertiary
54,services,married,primary
53,blue-collar,married,secondary
46,blue-collar,married,primary
34,entrepreneur,married,primary
29,blue-collar,married,secondary
46,services,married,secondary
46,management,divorced,tertiary
50,admin.,married,secondary
51,retired,married,primary
29,admin.,married,secondary
37,blue-collar,married,primary
52,technician,married,tertiary
50,entrepreneur,married,tertiary
36,unknown,married,primary
35,management,single,tertiary
35,management,married,tertiary
32,services,married,secondary
27,blue-collar,single,primary
45,services,married,secondary
54,admin.,married,secondary
47,management,single,tertiary
37,technician,married,secondary
55,self-employed,married,secondary
41,blue-collar,married,primary
31,blue-collar,married,primary
53,blue-collar,married,primary
34,services,married,secondary
60,retired,single,tertiary
49,management,married,tertiary
44,blue-collar,married,primary
44,housemaid,married,primary
57,management,married,tertiary
58,retired,divorced,primary
39,management,married,tertiary
36,technician,single,tertiary
39,self-employed,married,tertiary
27,blue-collar,single,secondary
31,management,single,tertiary
32,technician,single,tertiary
26,admin.,single,secondary
31,admin.,married,secondary
33,unemployed,married,tertiary
38,blue-collar,single,secondary
41,blue-collar,married,primary
53,technician,married,secondary
45,services,divorced,secondary
31,services,single,secondary
35,management,married,tertiary
50,blue-collar,married,secondary
42,blue-collar,married,secondary
57,housemaid,divorced,primary
41,admin.,single,secondary
48,blue-collar,married,primary
35,blue-collar,married,primary
42,technician,married,secondary
34,services,single,secondary
35,blue-collar,married,primary
36,technician,married,secondary
30,services,single,primary
51,housemaid,married,primary
58,services,married,secondary
28,management,single,tertiary
24,blue-collar,single,primary
51,admin.,divorced,tertiary
44,management,married,tertiary
30,blue-collar,married,primary
35,technician,single,secondary
31,management,single,tertiary
41,admin.,married,secondary
45,admin.,married,secondary
45,blue-collar,married,primary
51,blue-collar,married,primary
55,housemaid,married,primary
47,blue-collar,divorced,primary
48,technician,married,tertiary
56,blue-collar,married,primary
42,technician,married,secondary
31,blue-collar,married,primary
29,technician,single,tertiary
39,admin.,single,secondary
46,management,married,tertiary
46,unemployed,single,tertiary
44,admin.,divorced,secondary
57,retired,divorced,secondary
26,blue-collar,single,primary
23,blue-collar,single,secondary
39,technician,divorced,secondary
50,services,married,primary
56,self-employed,divorced,tertiary
33,blue-collar,married,secondary
58,retired,married,tertiary
50,services,married,secondary
28,technician,married,tertiary
36,management,single,tertiary
52,technician,married,tertiary
44,blue-collar,divorced,primary
51,management,married,tertiary
32,blue-collar,married,primary
27,technician,single,tertiary
38,blue-collar,single,secondary
32,management,single,tertiary
55,blue-collar,married,primary
46,technician,married,secondary
44,blue-collar,married,primary
31,admin.,married,secondary
30,management,married,tertiary
50,technician,divorced,secondary
25,management,single,tertiary
77,retired,married,secondary
28,blue-collar,single,secondary
35,blue-collar,married,primary
42,self-employed,married,secondary
54,retired,married,secondary
45,entrepreneur,divorced,primary
28,technician,married,secondary
28,blue-collar,single,secondary
29,blue-collar,single,secondary
75,retired,married,primary
42,technician,married,secondary
60,retired,divorced,tertiary
43,housemaid,single,primary
26,technician,single,tertiary
36,blue-collar,single,secondary
47,technician,married,secondary
27,blue-collar,married,primary
37,management,single,secondary
37,admin.,married,tertiary
36,technician,married,tertiary
37,management,married,tertiary
44,management,married,tertiary
86,retired,married,primary
37,admin.,single,secondary
82,retired,married,primary
33,technician,married,secondary
35,management,married,secondary
25,admin.,single,tertiary
34,blue-collar,single,primary
53,blue-collar,married,primary
31,management,married,tertiary
48,management,married,tertiary
58,retired,married,secondary
42,admin.,married,secondary
41,services,married,secondary
33,housemaid,married,primary
33,technician,married,tertiary
46,blue-collar,divorced,primary
41,services,single,secondary
27,blue-collar,single,primary
34,management,married,tertiary
62,blue-collar,married,primary
41,management,married,secondary
33,management,single,tertiary
33,management,single,tertiary
28,technician,married,secondary
40,services,married,primary
37,blue-collar,married,secondary
60,management,married,tertiary
38,blue-collar,single,primary
59,retired,married,primary
58,retired,married,tertiary
40,technician,married,secondary
27,student,single,tertiary
41,admin.,married,tertiary
45,technician,married,secondary
52,blue-collar,married,secondary
31,self-employed,married,tertiary
31,management,single,tertiary
56,admin.,divorced,secondary
44,housemaid,married,primary
28,management,single,tertiary
34,technician,single,tertiary
60,admin.,single,secondary
67,retired,divorced,primary
35,blue-collar,divorced,primary
47,technician,divorced,tertiary
38,unemployed,married,tertiary
34,management,married,tertiary
41,blue-collar,married,primary
53,blue-collar,married,primary
32,services,married,secondary
64,retired,married,secondary
43,management,married,tertiary
43,entrepreneur,married,secondary
41,entrepreneur,married,secondary
53,admin.,single,secondary
35,entrepreneur,single,primary
54,retired,married,tertiary
44,management,divorced,tertiary
27,management,single,secondary
30,management,single,tertiary
44,technician,married,secondary
36,admin.,single,secondary
33,technician,married,secondary
34,admin.,single,secondary
54,technician,divorced,secondary
59,housemaid,married,primary
35,blue-collar,married,primary
30,unemployed,single,secondary
45,management,married,tertiary
38,management,single,tertiary
25,blue-collar,single,secondary
52,admin.,married,secondary
30,services,single,primary
49,blue-collar,married,secondary
65,retired,married,primary
58,technician,married,tertiary
36,management,married,tertiary
31,management,married,tertiary
36,blue-collar,married,secondary
38,management,married,tertiary
37,management,married,tertiary
32,technician,single,secondary
30,blue-collar,married,primary
46,admin.,married,secondary
41,housemaid,married,primary
30,technician,married,tertiary
32,admin.,married,tertiary
39,services,married,tertiary
50,blue-collar,married,primary
44,services,married,secondary
37,management,single,tertiary
38,blue-collar,married,primary
46,admin.,married,secondary
33,management,single,tertiary
44,admin.,divorced,secondary
32,services,single,secondary
53,management,married,primary
47,admin.,married,secondary
52,management,married,tertiary
45,admin.,married,secondary
32,technician,married,secondary
42,management,single,tertiary
44,blue-collar,married,primary
45,entrepreneur,married,primary
59,retired,married,secondary
24,management,single,secondary
26,entrepreneur,married,secondary
39,blue-collar,married,primary
57,retired,married,primary
45,services,married,primary
34,blue-collar,single,primary
31,blue-collar,married,primary
33,admin.,single,secondary
36,self-employed,married,tertiary
24,blue-collar,single,secondary
35,blue-collar,married,primary
31,admin.,single,tertiary
39,blue-collar,single,primary
46,self-employed,divorced,tertiary
54,self-employed,married,primary
33,blue-collar,single,secondary
30,management,married,tertiary
49,unemployed,married,primary
26,blue-collar,married,secondary
57,technician,married,secondary
48,blue-collar,married,secondary
60,self-employed,married,primary
34,management,single,tertiary
40,technician,married,secondary
41,entrepreneur,married,tertiary
33,blue-collar,single,primary
39,blue-collar,married,primary
31,admin.,married,secondary
37,management,divorced,primary
34,management,married,tertiary
58,blue-collar,married,primary
43,services,divorced,tertiary
29,blue-collar,married,primary
37,management,married,tertiary
51,technician,married,secondary
37,management,married,tertiary
50,management,married,tertiary
54,services,divorced,primary
35,management,single,tertiary
36,management,married,tertiary
28,blue-collar,single,secondary
33,blue-collar,married,primary
45,technician,married,secondary
32,admin.,single,tertiary
31,technician,single,primary
41,management,married,primary
34,blue-collar,single,primary
36,technician,single,secondary
66,retired,married,primary
49,blue-collar,married,primary
66,retired,married,secondary
75,retired,married,primary
54,services,divorced,tertiary
40,services,married,secondary
36,technician,single,tertiary
45,blue-collar,married,primary
42,entrepreneur,married,primary
32,services,single,secondary
54,management,married,tertiary
46,technician,married,secondary
34,management,single,tertiary
31,management,single,tertiary
31,technician,single,secondary
42,technician,divorced,secondary
48,management,married,tertiary
26,admin.,single,tertiary
42,blue-collar,married,primary
31,management,married,tertiary
56,blue-collar,married,primary
54,management,married,tertiary
42,technician,divorced,secondary
35,management,married,tertiary
33,management,single,tertiary
49,self-employed,divorced,tertiary
34,management,married,tertiary
46,unemployed,single,secondary
38,housemaid,married,primary
32,technician,married,tertiary
54,retired,married,secondary
32,management,single,tertiary
58,management,married,tertiary
56,admin.,married,secondary
53,technician,divorced,secondary
19,student,single,primary
40,management,married,tertiary
54,technician,married,secondary
60,blue-collar,married,primary
47,entrepreneur,married,primary
53,management,divorced,primary
57,entrepreneur,married,tertiary
47,technician,married,secondary
36,admin.,divorced,secondary
38,technician,single,secondary
60,technician,single,secondary
56,management,married,tertiary
38,management,married,tertiary
43,blue-collar,married,secondary
32,admin.,divorced,secondary
39,blue-collar,married,primary
37,management,divorced,tertiary
47,blue-collar,married,primary
49,unknown,married,primary
43,technician,married,tertiary
56,blue-collar,married,primary
38,blue-collar,married,primary
52,admin.,married,primary
34,technician,single,secondary
29,admin.,married,secondary
60,admin.,married,secondary
33,management,single,tertiary
49,management,divorced,tertiary
39,unemployed,married,primary
49,retired,married,primary
33,technician,married,secondary
35,management,married,tertiary
51,management,married,tertiary
29,blue-collar,married,secondary
47,blue-collar,married,primary
31,blue-collar,married,primary
45,retired,divorced,secondary
30,management,single,tertiary
58,retired,divorced,secondary
49,services,divorced,primary
40,blue-collar,married,secondary
59,retired,married,primary
27,services,single,secondary
39,blue-collar,married,primary
46,management,single,tertiary
56,technician,married,tertiary
55,blue-collar,married,primary
41,blue-collar,married,primary
47,blue-collar,married,primary
28,management,single,tertiary
27,self-employed,single,tertiary
54,housemaid,married,primary
28,blue-collar,single,secondary
36,blue-collar,single,primary
32,management,married,tertiary
33,blue-collar,married,primary
37,blue-collar,married,primary
31,blue-collar,married,secondary
48,entrepreneur,married,tertiary
59,management,married,tertiary
52,management,married,tertiary
33,services,married,secondary
38,blue-collar,divorced,primary
55,services,married,secondary
43,admin.,married,primary
59,admin.,married,secondary
42,technician,married,secondary
29,admin.,married,secondary
52,management,married,tertiary
61,management,married,tertiary
50,admin.,married,primary
38,blue-collar,married,secondary
37,technician,single,tertiary
60,retired,divorced,primary
40,management,divorced,tertiary
26,self-employed,single,secondary
54,blue-collar,married,secondary
29,management,single,tertiary
36,entrepreneur,divorced,tertiary
34,self-employed,married,primary
35,unknown,divorced,primary
31,blue-collar,married,secondary
25,management,single,tertiary
39,blue-collar,married,primary
41,blue-collar,married,primary
48,blue-collar,married,primary
41,blue-collar,married,primary
33,technician,married,tertiary
40,management,married,tertiary
28,admin.,single,secondary
32,technician,single,tertiary
35,technician,married,secondary
53,management,married,tertiary
45,technician,married,tertiary
49,admin.,single,tertiary
28,student,single,secondary
55,blue-collar,married,secondary
38,admin.,married,tertiary
57,blue-collar,married,primary
33,management,single,secondary
26,blue-collar,single,secondary
41,unemployed,divorced,primary
31,blue-collar,single,secondary
46,blue-collar,married,secondary
35,admin.,single,tertiary
28,student,single,secondary
39,services,married,secondary
41,student,married,secondary
48,blue-collar,married,primary
59,admin.,married,secondary
57,blue-collar,divorced,primary
32,technician,single,secondary
40,management,married,tertiary
41,technician,single,secondary
44,blue-collar,divorced,secondary
44,management,married,tertiary
37,management,married,tertiary
49,blue-collar,married,secondary
50,admin.,married,primary
34,blue-collar,married,primary
28,blue-collar,married,primary
76,retired,married,tertiary
38,unemployed,married,primary
25,technician,married,secondary
43,blue-collar,single,tertiary
43,entrepreneur,married,primary
35,management,married,secondary
65,retired,married,primary
48,services,married,secondary
29,blue-collar,married,primary
41,management,married,tertiary
45,management,divorced,secondary
43,self-employed,married,secondary
52,management,married,tertiary
47,blue-collar,married,primary
44,blue-collar,married,primary
60,retired,married,primary
35,housemaid,divorced,primary
69,retired,married,primary
56,retired,married,primary
33,blue-collar,married,primary
43,management,married,tertiary
37,services,divorced,secondary
28,services,single,secondary
46,entrepreneur,married,primary
42,technician,married,tertiary
37,blue-collar,married,secondary
43,entrepreneur,single,tertiary
27,blue-collar,single,primary
47,services,married,secondary
34,services,divorced,secondary
51,blue-collar,married,primary
55,housemaid,married,primary
34,admin.,married,secondary
35,technician,single,tertiary
58,blue-collar,married,primary
54,self-employed,divorced,tertiary
52,housemaid,married,primary
26,self-employed,single,tertiary
41,student,single,secondary
48,blue-collar,married,primary
42,blue-collar,married,secondary
36,technician,married,secondary
51,admin.,divorced,secondary
27,management,single,tertiary
41,management,married,tertiary
37,technician,single,tertiary
51,entrepreneur,married,tertiary
45,management,divorced,secondary
32,management,single,tertiary
29,blue-collar,married,secondary
50,technician,married,secondary
59,housemaid,married,primary
30,management,single,secondary
30,management,married,secondary
25,student,single,secondary
35,management,single,tertiary
40,management,single,tertiary
78,retired,divorced,primary
30,services,married,secondary
62,blue-collar,married,primary
33,blue-collar,single,secondary
56,blue-collar,married,primary
77,retired,married,secondary
28,student,married,tertiary
41,technician,married,secondary
47,blue-collar,married,primary
45,admin.,married,secondary
48,technician,married,tertiary
41,blue-collar,married,primary
37,technician,single,tertiary
32,management,single,tertiary
42,blue-collar,divorced,primary
58,blue-collar,married,primary
30,management,single,tertiary
51,admin.,married,secondary
43,management,single,tertiary
35,management,married,tertiary
49,services,married,primary
31,management,single,tertiary
25,management,single,tertiary
54,management,divorced,tertiary
46,management,divorced,tertiary
60,management,married,tertiary
25,admin.,married,secondary
76,retired,married,primary
56,retired,married,secondary
35,admin.,single,secondary
33,blue-collar,married,primary
47,blue-collar,married,secondary
37,technician,married,tertiary
40,blue-collar,divorced,primary
30,technician,single,tertiary
38,entrepreneur,married,secondary
39,blue-collar,single,primary
59,self-employed,married,primary
56,blue-collar,married,primary
38,technician,married,tertiary
24,student,single,primary
40,entrepreneur,divorced,secondary
25,management,single,tertiary
33,self-employed,married,secondary
35,entrepreneur,married,tertiary
32,technician,divorced,secondary
50,management,married,tertiary
56,admin.,married,primary
43,blue-collar,married,secondary
33,admin.,married,tertiary
29,admin.,single,secondary
39,technician,married,secondary
32,blue-collar,married,primary
46,admin.,divorced,primary
39,housemaid,married,tertiary
39,blue-collar,married,primary
47,blue-collar,married,secondary
49,management,married,tertiary
50,blue-collar,married,primary
30,admin.,married,tertiary
40,housemaid,married,primary
47,admin.,single,secondary
45,blue-collar,married,primary
30,unemployed,married,primary
40,blue-collar,divorced,secondary
43,retired,married,primary
42,blue-collar,married,primary
44,unemployed,married,primary
59,housemaid,divorced,primary
33,management,divorced,tertiary
64,retired,married,primary
25,blue-collar,married,secondary
49,management,married,tertiary
32,blue-collar,married,secondary
37,unemployed,single,tertiary
25,management,single,tertiary
40,blue-collar,divorced,primary
51,blue-collar,married,primary
41,blue-collar,single,secondary
57,management,married,secondary
34,management,married,tertiary
34,housemaid,married,primary
27,services,single,secondary
33,technician,married,secondary
38,management,married,tertiary
37,management,married,tertiary
56,management,married,primary
43,services,married,secondary
46,services,married,secondary
58,retired,married,primary
38,management,married,tertiary
36,technician,single,tertiary
37,blue-collar,married,secondary
52,self-employed,married,secondary
57,unemployed,married,secondary
28,blue-collar,single,tertiary
33,management,single,tertiary
37,blue-collar,married,primary
34,blue-collar,married,primary
45,management,divorced,tertiary
36,self-employed,single,secondary
36,blue-collar,married,primary
45,management,single,tertiary
32,technician,married,tertiary
41,technician,married,secondary
46,blue-collar,single,primary
33,admin.,single,secondary
31,admin.,divorced,secondary
25,services,single,secondary
35,management,divorced,tertiary
43,management,divorced,tertiary
27,unemployed,single,primary
58,retired,married,primary
23,management,single,tertiary
36,technician,married,secondary
31,management,single,tertiary
28,unemployed,married,secondary
60,retired,married,primary
29,technician,single,tertiary
49,services,married,secondary
47,management,married,tertiary
36,management,married,tertiary
37,technician,single,secondary
50,admin.,single,secondary
41,admin.,married,secondary
54,management,married,primary
49,blue-collar,married,primary
32,management,divorced,tertiary
38,entrepreneur,married,primary
36,housemaid,married,primary
37,technician,married,secondary
33,blue-collar,married,secondary
57,blue-collar,married,primary
70,retired,married,primary
38,admin.,single,secondary
56,management,divorced,tertiary
42,management,married,primary
31,management,single,tertiary
25,self-employed,single,tertiary
45,management,married,tertiary
26,student,single,tertiary
35,management,married,tertiary
57,management,divorced,secondary
32,services,divorced,secondary
60,housemaid,married,primary
56,blue-collar,married,primary
46,self-employed,married,primary
41,entrepreneur,married,secondary
39,management,married,tertiary
42,blue-collar,single,secondary
58,management,divorced,tertiary
32,technician,single,tertiary
32,management,married,tertiary
32,admin.,single,tertiary
53,housemaid,married,primary
51,management,single,tertiary
46,blue-collar,married,primary
31,management,married,tertiary
42,services,married,primary
60,retired,married,primary
32,technician,married,secondary
52,management,divorced,tertiary
27,blue-collar,single,primary
53,housemaid,married,primary
24,admin.,single,secondary
46,management,married,tertiary
31,blue-collar,single,secondary
53,blue-collar,married,primary
45,admin.,married,secondary
26,management,single,tertiary
59,retired,married,secondary
34,housemaid,married,primary
59,retired,married,primary
33,management,married,tertiary
35,blue-collar,single,primary
56,retired,married,primary
47,admin.,married,secondary
55,retired,married,primary
50,technician,married,tertiary
54,retired,married,secondary
29,unemployed,married,secondary
46,blue-collar,married,secondary
34,management,single,tertiary
25,services,single,secondary
24,admin.,single,secondary
51,management,married,tertiary
50,blue-collar,married,secondary
34,management,single,tertiary
44,management,divorced,secondary
30,management,married,tertiary
35,self-employed,single,primary
40,services,single,secondary
33,admin.,single,secondary
42,blue-collar,married,primary
36,services,married,secondary
57,unemployed,divorced,secondary
22,blue-collar,single,primary
33,blue-collar,married,primary
29,blue-collar,married,primary
39,management,married,tertiary
37,management,married,tertiary
38,blue-collar,married,primary
49,blue-collar,married,primary
51,retired,married,primary
20,student,single,secondary
31,technician,married,tertiary
51,blue-collar,married,secondary
33,technician,single,tertiary
32,admin.,married,tertiary
43,admin.,single,tertiary
79,retired,divorced,primary
40,management,married,tertiary
27,services,married,secondary
32,management,single,tertiary
45,blue-collar,married,primary
55,blue-collar,married,secondary
31,technician,single,secondary
43,unemployed,married,primary
27,student,single,tertiary
36,blue-collar,married,primary
35,blue-collar,married,primary
41,blue-collar,married,primary
59,retired,married,secondary
35,management,married,tertiary
33,blue-collar,single,primary
29,admin.,single,secondary
29,management,single,tertiary
41,blue-collar,married,primary
31,blue-collar,single,primary
58,management,married,tertiary
26,blue-collar,single,secondary
50,technician,married,tertiary
40,blue-collar,married,primary
26,technician,single,secondary
45,technician,married,secondary
59,blue-collar,single,primary
31,technician,single,tertiary
36,admin.,married,secondary
46,blue-collar,divorced,primary
60,retired,married,tertiary
41,housemaid,single,primary
81,retired,married,secondary
55,housemaid,married,primary
30,technician,married,secondary
57,technician,divorced,tertiary
55,blue-collar,married,secondary
52,unemployed,married,primary
33,management,married,tertiary
51,blue-collar,married,primary
41,technician,married,secondary
33,technician,single,tertiary
46,blue-collar,married,secondary
39,management,married,tertiary
39,management,married,secondary
59,management,married,tertiary
55,blue-collar,married,primary
85,retired,married,primary
49,management,married,tertiary
34,unemployed,divorced,tertiary
31,management,single,tertiary
42,blue-collar,married,primary
28,blue-collar,single,secondary
26,blue-collar,married,primary
33,technician,married,tertiary
36,management,single,tertiary
38,technician,single,secondary
28,services,married,primary
44,blue-collar,married,secondary
36,management,single,tertiary
51,blue-collar,married,primary
42,blue-collar,married,primary
52,blue-collar,married,primary
46,housemaid,married,primary
48,blue-collar,married,primary
40,blue-collar,married,secondary
38,blue-collar,married,primary
46,admin.,married,primary
27,entrepreneur,married,secondary
37,services,married,secondary
27,admin.,single,tertiary
45,blue-collar,married,secondary
43,housemaid,married,secondary
53,blue-collar,married,primary
32,blue-collar,married,primary
40,admin.,married,secondary
27,blue-collar,married,secondary
57,blue-collar,married,primary
46,technician,married,secondary
41,blue-collar,married,primary
34,services,married,secondary
47,housemaid,married,primary
54,management,married,tertiary
39,management,married,tertiary
49,blue-collar,single,secondary
44,management,married,tertiary
46,blue-collar,married,primary
30,blue-collar,single,secondary
40,technician,married,tertiary
37,services,single,primary
48,technician,divorced,secondary
31,services,single,secondary
53,technician,divorced,tertiary
51,blue-collar,married,primary
73,retired,married,primary
40,technician,married,secondary
37,unemployed,married,primary
40,services,married,primary
38,technician,single,tertiary
36,management,married,tertiary
52,housemaid,married,primary
41,unknown,single,tertiary
35,admin.,single,tertiary
55,blue-collar,married,secondary
41,services,married,primary
36,blue-collar,single,tertiary
36,blue-collar,married,secondary
35,admin.,single,tertiary
61,retired,married,secondary
30,technician,married,secondary
38,technician,married,secondary
42,blue-collar,single,secondary
32,technician,divorced,tertiary
52,unknown,married,primary
29,management,married,tertiary
41,admin.,married,primary
29,student,single,tertiary
27,services,married,primary
51,housemaid,married,primary
32,blue-collar,single,secondary
57,management,married,secondary
63,retired,divorced,secondary
35,blue-collar,divorced,primary
51,self-employed,single,tertiary
48,services,married,secondary
30,admin.,single,tertiary
39,admin.,married,secondary
36,self-employed,single,tertiary
47,management,married,secondary
31,technician,married,secondary
30,unemployed,single,secondary
52,unemployed,married,primary
34,management,married,tertiary
43,blue-collar,divorced,primary
42,admin.,married,secondary
53,blue-collar,married,primary
34,admin.,married,secondary
32,blue-collar,married,secondary
22,blue-collar,single,secondary
58,retired,married,primary
36,admin.,single,tertiary
53,blue-collar,married,primary
32,management,single,tertiary
37,technician,divorced,secondary
58,admin.,married,primary
43,management,single,tertiary
46,technician,married,secondary
33,admin.,married,secondary
36,management,married,tertiary
31,admin.,single,secondary
42,entrepreneur,divorced,tertiary
54,management,single,tertiary
30,entrepreneur,married,secondary
29,technician,married,secondary
36,housemaid,single,secondary
31,management,single,tertiary
40,management,divorced,tertiary
55,management,married,tertiary
57,services,married,secondary
31,housemaid,married,secondary
49,management,married,tertiary
56,services,divorced,secondary
56,blue-collar,married,secondary
33,management,divorced,tertiary
46,management,married,tertiary
37,services,married,secondary
64,retired,married,primary
32,management,single,tertiary
49,management,married,tertiary
36,services,married,primary
56,retired,married,secondary
25,unemployed,single,secondary
43,blue-collar,married,primary
26,blue-collar,single,secondary
43,self-employed,married,primary
34,management,married,tertiary
50,blue-collar,married,primary
42,technician,married,tertiary
44,admin.,single,secondary
54,retired,married,primary
54,blue-collar,married,primary
53,entrepreneur,divorced,tertiary
50,blue-collar,married,secondary
58,retired,single,primary
48,blue-collar,divorced,secondary
82,housemaid,divorced,primary
56,unemployed,divorced,primary
27,self-employed,single,tertiary
41,housemaid,married,primary
51,blue-collar,married,primary
44,technician,divorced,secondary
40,blue-collar,single,primary
42,self-employed,married,primary
44,services,married,primary
54,blue-collar,married,secondary
50,entrepreneur,married,secondary
25,services,married,secondary
39,technician,married,tertiary
30,blue-collar,married,primary
33,technician,single,tertiary
28,entrepreneur,single,tertiary
44,management,married,tertiary
52,self-employed,married,tertiary
36,management,married,tertiary
68,retired,married,tertiary
35,blue-collar,single,primary
44,entrepreneur,married,tertiary
50,technician,single,secondary
59,management,divorced,tertiary
36,blue-collar,married,primary
26,blue-collar,married,primary
44,blue-collar,married,primary
29,technician,single,tertiary
33,technician,single,tertiary
49,blue-collar,married,primary
68,retired,married,secondary
52,blue-collar,married,primary
33,technician,single,tertiary
34,housemaid,married,primary
29,services,married,primary
39,technician,married,secondary
38,technician,married,secondary
51,management,married,tertiary
46,technician,single,secondary
58,entrepreneur,married,primary
29,unemployed,single,primary
40,management,single,tertiary
30,management,single,secondary
53,management,married,tertiary
30,blue-collar,married,primary
31,management,married,tertiary
39,blue-collar,single,secondary
34,admin.,single,tertiary
51,housemaid,married,primary
42,unemployed,married,tertiary
34,technician,married,secondary
40,technician,married,secondary
39,management,single,tertiary
32,self-employed,single,tertiary
73,retired,divorced,primary
30,self-employed,single,tertiary
53,management,married,tertiary
35,blue-collar,married,primary
22,student,single,secondary
27,services,married,secondary
40,technician,single,secondary
36,management,married,secondary
34,unemployed,married,primary
35,blue-collar,married,secondary
38,services,married,primary
40,housemaid,divorced,primary
56,admin.,married,secondary
26,technician,single,tertiary
35,technician,single,secondary
35,management,single,tertiary
43,technician,married,tertiary
36,blue-collar,married,primary
59,entrepreneur,divorced,tertiary
57,retired,married,primary
36,blue-collar,married,secondary
41,management,single,tertiary
30,management,married,secondary
39,blue-collar,married,primary
35,blue-collar,married,primary
38,management,single,tertiary
26,blue-collar,single,secondary
47,blue-collar,married,primary
56,blue-collar,married,primary
45,admin.,married,tertiary
53,management,divorced,tertiary
36,technician,single,secondary
38,blue-collar,married,primary
32,blue-collar,divorced,primary
32,technician,married,secondary
58,retired,married,primary
25,services,single,secondary
40,technician,single,secondary
48,housemaid,married,secondary
35,self-employed,married,secondary
28,management,single,tertiary
45,blue-collar,married,primary
56,management,married,tertiary
33,blue-collar,married,secondary
29,services,single,secondary
29,blue-collar,single,primary
44,technician,single,secondary
37,blue-collar,single,secondary
48,services,married,secondary
47,services,married,primary
37,technician,married,secondary
33,technician,married,secondary
34,management,single,tertiary
34,blue-collar,married,primary
32,admin.,single,tertiary
32,technician,married,secondary
56,blue-collar,married,secondary
32,blue-collar,single,primary
30,management,married,tertiary
43,services,married,secondary
60,management,married,tertiary
34,services,married,secondary
36,blue-collar,married,primary
43,housemaid,married,primary
43,self-employed,married,tertiary
23,student,single,secondary
39,admin.,married,secondary
36,management,single,tertiary
34,housemaid,divorced,primary
34,blue-collar,married,primary
59,housemaid,married,secondary
31,services,single,secondary
42,blue-collar,married,primary
40,management,married,primary
58,blue-collar,married,primary
45,management,married,tertiary
38,services,divorced,secondary
28,unemployed,single,tertiary
41,blue-collar,married,secondary
43,blue-collar,single,primary
26,services,married,secondary
29,management,married,tertiary
59,management,married,tertiary
42,technician,single,tertiary
47,management,married,tertiary
48,blue-collar,married,primary
37,blue-collar,married,primary
57,retired,married,primary
51,unemployed,married,primary
44,management,single,tertiary
34,entrepreneur,married,tertiary
41,management,divorced,tertiary
48,services,single,primary
46,technician,married,tertiary
31,technician,married,tertiary
64,housemaid,married,primary
46,retired,single,primary
58,management,married,secondary
38,blue-collar,married,primary
42,blue-collar,single,primary
42,management,married,tertiary
57,retired,married,primary
52,entrepreneur,married,primary
48,entrepreneur,married,primary
31,management,married,tertiary
26,admin.,single,primary
33,management,married,tertiary
39,management,married,tertiary
60,management,married,tertiary
33,services,married,tertiary
60,retired,married,tertiary
33,management,single,tertiary
36,blue-collar,divorced,primary
34,management,married,tertiary
53,blue-collar,married,primary
36,management,married,tertiary
37,management,married,tertiary
40,services,single,secondary
37,admin.,divorced,secondary
31,management,married,tertiary
55,retired,married,secondary
39,blue-collar,married,secondary
35,management,single,tertiary
41,technician,married,secondary
48,management,married,secondary
45,management,married,tertiary
42,blue-collar,married,primary
55,technician,married,secondary
36,management,married,secondary
59,retired,married,primary
45,management,married,tertiary
28,self-employed,single,tertiary
60,technician,divorced,tertiary
50,management,married,tertiary
35,management,married,tertiary
40,technician,married,tertiary
53,admin.,married,secondary
54,blue-collar,married,secondary
49,technician,married,secondary
37,management,married,tertiary
45,technician,married,tertiary
31,blue-collar,single,primary
43,entrepreneur,married,secondary
45,management,married,tertiary
46,blue-collar,married,primary
40,admin.,divorced,secondary
31,entrepreneur,single,tertiary
32,management,married,tertiary
32,management,single,tertiary
58,admin.,married,secondary
33,admin.,married,secondary
51,blue-collar,married,primary
27,unemployed,single,tertiary
33,blue-collar,married,secondary
49,blue-collar,married,primary
57,entrepreneur,married,tertiary
45,management,married,tertiary
26,management,single,tertiary
35,technician,married,secondary
37,technician,divorced,secondary
47,admin.,married,primary
40,blue-collar,married,primary
33,technician,married,secondary
39,technician,married,secondary
33,management,divorced,tertiary
52,entrepreneur,married,primary
40,management,married,tertiary
42,technician,divorced,tertiary
36,admin.,divorced,tertiary
44,blue-collar,married,primary
22,student,single,secondary
45,technician,married,primary
38,technician,married,secondary
27,services,single,secondary
56,technician,married,primary
28,student,single,secondary
31,technician,single,tertiary
44,blue-collar,married,primary
55,entrepreneur,married,secondary
42,blue-collar,married,primary
32,blue-collar,married,primary
57,housemaid,married,primary
58,blue-collar,married,secondary
55,blue-collar,single,primary
54,management,married,tertiary
59,blue-collar,married,primary
46,blue-collar,married,primary
38,management,single,tertiary
58,blue-collar,married,primary
86,retired,married,secondary
41,blue-collar,married,primary
33,management,married,secondary
40,management,married,tertiary
34,technician,married,tertiary
34,management,married,tertiary
33,blue-collar,married,primary
61,retired,married,tertiary
43,entrepreneur,married,primary
30,technician,single,tertiary
32,technician,single,tertiary
34,blue-collar,married,primary
40,management,single,primary
39,blue-collar,married,primary
