age,job,marital,education
58,retired,divorced,primary
32,admin.,married,secondary
52,housemaid,married,primary
39,services,married,secondary
38,admin.,divorced,secondary
39,management,married,tertiary
41,blue-collar,married,primary
59,blue-collar,married,primary
49,blue-collar,married,primary
55,blue-collar,divorced,primary
38,services,married,secondary
59,retired,married,primary
31,management,single,tertiary
46,self-employed,married,primary
30,technician,single,tertiary
48,housemaid,divorced,primary
48,blue-collar,married,primary
41,management,single,tertiary
52,technician,divorced,primary
51,blue-collar,married,secondary
58,management,married,tertiary
25,management,single,tertiary
51,self-employed,divorced,secondary
44,admin.,married,primary
48,admin.,married,secondary
31,self-employed,single,secondary
24,admin.,single,secondary
47,blue-collar,married,primary
34,management,divorced,tertiary
36,technician,single,secondary
54,admin.,married,secondary
33,unemployed,single,secondary
35,blue-collar,married,primary
38,management,single,tertiary
39,services,single,secondary
66,retired,married,primary
54,management,married,tertiary
47,blue-collar,married,secondary
33,technician,single,tertiary
37,management,divorced,tertiary
40,blue-collar,married,secondary
34,admin.,married,secondary
38,technician,divorced,tertiary
27,blue-collar,single,tertiary
37,blue-collar,married,secondary
55,technician,married,secondary
42,technician,divorced,tertiary
33,technician,married,secondary
49,services,married,primary
57,admin.,married,primary
53,blue-collar,divorced,primary
35,management,divorced,tertiary
45,technician,married,secondary
31,technician,single,secondary
46,blue-collar,married,secondary
38,technician,married,secondary
30,services,married,secondary
66,housemaid,married,primary
33,blue-collar,married,primary
34,blue-collar,married,secondary
68,retired,married,secondary
51,self-employed,single,tertiary
53,admin.,married,secondary
31,admin.,single,tertiary
32,self-employed,married,tertiary
40,blue-collar,single,primary
37,self-employed,married,tertiary
39,blue-collar,married,secondary
52,blue-collar,married,primary
49,blue-collar,married,primary
42,unemployed,divorced,secondary
35,management,single,tertiary
33,blue-collar,married,secondary
34,management,married,tertiary
43,entrepreneur,married,secondary
27,technician,married,tertiary
34,management,single,tertiary
55,retired,divorced,primary
56,management,married,tertiary
38,blue-collar,married,primary
45,blue-collar,married,primary
56,retired,married,secondary
32,blue-collar,divorced,primary
39,technician,divorced,secondary
53,technician,married,secondary
60,technician,married,secondary
58,blue-collar,divorced,primary
50,blue-collar,married,primary
41,entrepreneur,divorced,tertiary
51,blue-collar,married,secondary
37,management,married,tertiary
81,management,married,tertiary
37,blue-collar,married,secondary
36,blue-collar,divorced,primary
50,management,divorced,tertiary
43,blue-collar,married,primary
42,retired,single,tertiary
30,technician,single,secondary
58,blue-collar,divorced,primary
49,entrepreneur,married,primary
43,services,divorced,secondary
52,housemaid,married,primary
35,entrepreneur,married,primary
52,housemaid,married,primary
57,retired,single,tertiary
30,management,single,tertiary
30,technician,single,tertiary
43,management,married,tertiary
33,blue-collar,single,primary
46,management,married,tertiary
36,entrepreneur,single,primary
33,blue-collar,married,primary
37,management,married,tertiary
56,blue-collar,married,primary
25,services,married,secondary
54,services,married,secondary
59,blue-collar,married,primary
38,blue-collar,single,secondary
49,management,married,tertiary
35,self-employed,married,tertiary
30,management,single,tertiary
37,blue-collar,divorced,primary
28,blue-collar,married,secondary
24,technician,married,secondary
28,blue-collar,married,primary
59,retired,married,secondary
36,blue-collar,single,secondary
29,management,married,tertiary
46,blue-collar,married,secondary
39,management,single,tertiary
30,self-employed,married,tertiary
39,blue-collar,single,primary
36,management,single,tertiary
52,unknown,married,tertiary
26,management,single,tertiary
85,retired,married,primary
30,technician,single,secondary
37,blue-collar,married,primary
35,management,married,tertiary
53,blue-collar,married,primary
32,management,single,tertiary
35,unemployed,married,primary
39,blue-collar,married,primary
35,technician,single,tertiary
29,self-employed,married,tertiary
30,admin.,married,tertiary
37,technician,married,tertiary
40,technician,married,secondary
51,blue-collar,married,primary
37,technician,single,tertiary
47,blue-collar,married,primary
57,management,married,primary
31,blue-collar,married,primary
56,retired,married,secondary
35,management,single,tertiary
30,student,single,tertiary
46,technician,single,tertiary
53,retired,married,secondary
40,blue-collar,married,primary
48,management,married,tertiary
36,blue-collar,married,secondary
66,admin.,single,secondary
37,services,married,secondary
34,management,married,tertiary
33,blue-collar,married,primary
55,housemaid,married,primary
31,entrepreneur,divorced,secondary
31,management,single,tertiary
39,management,single,tertiary
76,retired,married,primary
33,technician,married,secondary
35,management,single,tertiary
77,retired,married,secondary
53,blue-collar,married,primary
54,management,married,primary
55,retired,married,tertiary
32,management,divorced,primary
49,blue-collar,married,primary
44,admin.,married,secondary
54,blue-collar,married,secondary
41,admin.,married,tertiary
36,services,married,secondary
32,management,single,tertiary
57,management,married,tertiary
54,admin.,married,secondary
38,blue-collar,single,secondary
52,management,married,primary
50,technician,married,tertiary
37,management,single,tertiary
38,blue-collar,single,tertiary
50,management,married,tertiary
34,blue-collar,married,secondary
55,management,divorced,tertiary
30,management,single,tertiary
52,blue-collar,married,primary
32,services,single,tertiary
48,blue-collar,married,secondary
48,unemployed,single,primary
54,blue-collar,married,primary
38,technician,married,secondary
36,management,single,tertiary
48,blue-collar,married,primary
56,management,married,tertiary
46,unemployed,single,tertiary
57,technician,married,secondary
46,technician,divorced,secondary
38,blue-collar,married,primary
33,management,married,tertiary
35,management,single,tertiary
48,self-employed,married,secondary
38,management,married,tertiary
45,management,married,tertiary
33,management,single,tertiary
48,technician,married,secondary
45,entrepreneur,married,tertiary
37,unknown,single,tertiary
30,blue-collar,single,primary
52,management,married,tertiary
33,management,married,tertiary
34,management,single,tertiary
38,services,married,primary
22,student,single,secondary
34,blue-collar,married,primary
50,housemaid,married,primary
53,technician,married,secondary
47,management,married,primary
51,blue-collar,married,primary
44,management,single,tertiary
32,technician,single,tertiary
35,admin.,single,tertiary
41,admin.,divorced,primary
44,management,married,primary
42,blue-collar,single,secondary
43,entrepreneur,married,tertiary
46,blue-collar,married,primary
36,blue-collar,married,primary
55,blue-collar,married,primary
25,admin.,single,secondary
49,housemaid,married,primary
41,services,married,primary
25,management,single,tertiary
27,technician,single,tertiary
41,management,married,tertiary
36,management,married,tertiary
33,management,single,tertiary
43,management,married,tertiary
38,blue-collar,married,primary
43,unemployed,married,secondary
41,admin.,married,tertiary
48,admin.,married,secondary
50,services,married,secondary
30,services,single,secondary
29,management,single,tertiary
42,self-employed,married,secondary
59,blue-collar,married,primary
33,technician,divorced,tertiary
34,unemployed,married,tertiary
43,entrepreneur,married,primary
53,retired,married,tertiary
35,management,married,tertiary
32,management,single,tertiary
29,technician,married,secondary
42,blue-collar,married,primary
27,admin.,single,tertiary
47,blue-collar,married,primary
29,technician,single,tertiary
34,services,married,secondary
45,management,married,tertiary
31,blue-collar,married,primary
50,management,married,tertiary
31,blue-collar,single,primary
28,admin.,single,tertiary
23,admin.,single,secondary
40,services,divorced,secondary
48,admin.,married,secondary
41,technician,married,tertiary
42,blue-collar,married,secondary
38,management,married,tertiary
46,blue-collar,married,primary
55,retired,divorced,secondary
58,entrepreneur,married,primary
38,blue-collar,divorced,primary
28,blue-collar,married,primary
51,management,divorced,tertiary
30,management,married,tertiary
38,technician,single,tertiary
38,blue-collar,married,primary
52,housemaid,married,primary
33,management,single,tertiary
40,blue-collar,married,secondary
31,management,married,tertiary
49,entrepreneur,single,secondary
48,unemployed,married,secondary
34,management,married,tertiary
53,blue-collar,married,tertiary
39,self-employed,single,tertiary
69,retired,divorced,primary
56,self-employed,married,secondary
34,management,divorced,tertiary
43,blue-collar,married,primary
39,blue-collar,married,primary
24,technician,married,secondary
77,retired,divorced,tertiary
50,management,married,primary
60,technician,divorced,tertiary
56,retired,married,primary
30,management,single,tertiary
37,management,married,tertiary
35,entrepreneur,divorced,secondary
43,entrepreneur,married,tertiary
29,admin.,single,tertiary
45,management,married,tertiary
29,student,single,secondary
26,admin.,married,secondary
32,blue-collar,married,primary
35,admin.,married,secondary
46,management,married,primary
44,blue-collar,married,secondary
34,management,married,tertiary
31,admin.,single,tertiary
32,management,married,tertiary
44,services,single,secondary
50,management,married,tertiary
35,admin.,single,tertiary
26,management,married,tertiary
56,services,married,secondary
47,technician,married,secondary
47,admin.,single,tertiary
60,services,married,tertiary
36,blue-collar,married,primary
78,retired,married,primary
38,technician,single,secondary
33,management,married,tertiary
44,blue-collar,married,primary
43,blue-collar,divorced,primary
43,admin.,married,primary
31,blue-collar,single,primary
35,management,divorced,tertiary
42,services,married,primary
49,blue-collar,married,primary
46,technician,married,secondary
37,unemployed,married,secondary
58,management,single,tertiary
51,services,married,primary
43,management,married,tertiary
52,management,married,tertiary
25,self-employed,single,tertiary
37,blue-collar,married,primary
50,services,single,primary
31,blue-collar,married,secondary
34,blue-collar,married,primary
49,blue-collar,married,primary
28,services,single,tertiary
43,admin.,married,primary
31,management,married,tertiary
59,retired,married,primary
52,services,married,secondary
42,blue-collar,married,primary
40,services,divorced,secondary
39,services,divorced,secondary
46,management,married,tertiary
32,management,married,tertiary
29,student,single,tertiary
39,housemaid,married,primary
31,blue-collar,single,tertiary
29,self-employed,married,tertiary
38,services,married,tertiary
31,technician,married,tertiary
57,retired,divorced,tertiary
42,retired,married,primary
45,blue-collar,married,secondary
54,technician,divorced,secondary
29,services,married,secondary
32,blue-collar,single,primary
39,admin.,married,secondary
35,blue-collar,divorced,primary
29,management,single,tertiary
48,entrepreneur,married,tertiary
39,management,divorced,tertiary
46,blue-collar,married,primary
47,technician,single,tertiary
39,blue-collar,single,secondary
45,technician,married,tertiary
29,blue-collar,married,primary
55,technician,divorced,tertiary
35,technician,single,tertiary
29,management,single,tertiary
28,admin.,single,secondary
52,admin.,married,secondary
45,services,married,secondary
34,blue-collar,single,secondary
28,blue-collar,married,primary
55,housemaid,married,primary
53,blue-collar,married,primary
56,technician,married,secondary
42,blue-collar,married,primary
58,management,married,tertiary
52,blue-collar,married,primary
44,blue-collar,married,primary
46,self-employed,married,primary
31,blue-collar,married,primary
35,services,married,secondary
32,unemployed,single,tertiary
38,blue-collar,married,primary
29,blue-collar,single,secondary
37,housemaid,married,primary
58,self-employed,married,tertiary
44,blue-collar,married,primary
27,management,single,tertiary
26,blue-collar,married,secondary
38,self-employed,married,primary
55,technician,married,primary
58,retired,married,primary
25,services,married,secondary
42,services,single,secondary
54,technician,divorced,secondary
54,management,divorced,tertiary
40,management,married,tertiary
44,blue-collar,married,primary
37,technician,single,tertiary
34,technician,married,tertiary
50,services,married,secondary
39,blue-collar,single,primary
39,admin.,married,secondary
52,blue-collar,married,primary
31,management,single,tertiary
35,technician,single,tertiary
36,services,married,secondary
56,admin.,married,secondary
31,management,single,tertiary
55,management,married,primary
38,technician,divorced,tertiary
39,services,married,secondary
52,blue-collar,single,primary
39,services,married,secondary
33,technician,married,tertiary
40,management,married,tertiary
43,housemaid,married,primary
30,blue-collar,married,secondary
53,entrepreneur,married,primary
48,services,married,secondary
52,self-employed,married,secondary
57,retired,married,secondary
32,blue-collar,married,primary
39,blue-collar,single,primary
47,blue-collar,married,primary
29,management,single,tertiary
53,self-employed,married,secondary
78,retired,divorced,primary
26,unemployed,single,secondary
53,self-employed,married,tertiary
59,blue-collar,married,primary
39,services,single,secondary
32,management,married,tertiary
39,services,single,secondary
30,management,single,tertiary
46,blue-collar,married,primary
37,management,married,tertiary
43,management,single,tertiary
48,technician,single,tertiary
30,self-employed,single,tertiary
65,retired,married,primary
42,admin.,divorced,secondary
23,management,single,tertiary
25,blue-collar,single,secondary
52,blue-collar,married,primary
44,management,married,tertiary
51,services,married,secondary
36,blue-collar,married,secondary
39,blue-collar,married,secondary
44,blue-collar,married,primary
32,management,married,tertiary
81,retired,married,primary
36,technician,married,secondary
32,blue-collar,married,secondary
52,services,divorced,primary
35,blue-collar,divorced,primary
39,blue-collar,married,primary
46,technician,married,tertiary
72,retired,married,primary
32,management,married,tertiary
32,technician,single,tertiary
42,self-employed,divorced,tertiary
25,services,married,secondary
35,housemaid,married,primary
44,blue-collar,married,secondary
59,blue-collar,married,primary
36,management,single,tertiary
56,housemaid,single,tertiary
34,blue-collar,married,primary
56,technician,married,secondary
42,blue-collar,married,primary
31,management,single,tertiary
36,blue-collar,married,secondary
46,blue-collar,married,secondary
33,blue-collar,married,primary
35,blue-collar,single,secondary
55,housemaid,divorced,primary
36,blue-collar,divorced,primary
49,admin.,married,secondary
82,retired,married,primary
59,services,married,primary
28,management,single,tertiary
53,admin.,divorced,secondary
32,blue-collar,married,primary
32,technician,divorced,tertiary
30,admin.,single,secondary
52,management,married,primary
47,management,married,tertiary
58,blue-collar,married,primary
35,services,single,secondary
32,technician,single,tertiary
73,retired,married,primary
29,management,married,tertiary
51,admin.,married,secondary
34,self-employed,married,primary
32,self-employed,married,tertiary
37,management,single,tertiary
41,blue-collar,married,secondary
47,management,divorced,tertiary
37,technician,single,tertiary
43,admin.,single,secondary
56,retired,married,secondary
32,management,married,tertiary
36,technician,married,primary
30,self-employed,single,tertiary
41,entrepreneur,single,primary
36,management,married,tertiary
27,blue-collar,single,primary
31,blue-collar,single,secondary
38,management,married,tertiary
24,technician,single,secondary
53,management,divorced,primary
35,technician,married,secondary
33,management,single,tertiary
42,management,married,tertiary
54,blue-collar,single,secondary
46,blue-collar,married,primary
47,management,married,secondary
57,management,married,tertiary
36,management,divorced,tertiary
52,technician,married,secondary
47,services,divorced,primary
54,management,divorced,tertiary
56,blue-collar,divorced,primary
43,technician,married,secondary
58,retired,married,primary
37,admin.,single,secondary
31,housemaid,married,primary
34,management,married,tertiary
39,blue-collar,married,primary
37,management,married,tertiary
60,retired,married,primary
58,housemaid,married,primary
19,student,single,primary
55,retired,married,tertiary
37,admin.,single,tertiary
45,technician,divorced,tertiary
27,management,single,secondary
29,blue-collar,single,primary
37,admin.,married,primary
46,management,married,secondary
51,services,married,primary
30,management,single,tertiary
46,technician,married,primary
43,admin.,married,secondary
48,admin.,single,secondary
41,blue-collar,married,primary
39,technician,married,secondary
60,management,married,secondary
48,housemaid,married,primary
47,blue-collar,divorced,primary
35,management,married,tertiary
31,management,single,tertiary
43,services,married,secondary
59,blue-collar,married,primary
50,housemaid,married,primary
60,management,divorced,primary
44,management,married,tertiary
58,retired,married,primary
28,admin.,single,secondary
59,management,married,primary
28,entrepreneur,single,tertiary
56,blue-collar,married,primary
38,housemaid,divorced,primary
31,blue-collar,single,primary
30,services,married,secondary
44,management,married,tertiary
40,management,married,primary
58,blue-collar,married,secondary
66,retired,married,tertiary
53,self-employed,married,tertiary
60,retired,married,secondary
40,services,married,secondary
49,technician,married,secondary
29,services,divorced,secondary
37,blue-collar,married,secondary
31,blue-collar,married,primary
36,management,married,tertiary
28,management,single,tertiary
52,services,married,primary
34,services,single,tertiary
39,blue-collar,married,primary
29,admin.,single,secondary
31,management,single,tertiary
32,blue-collar,single,secondary
57,unemployed,married,primary
71,technician,married,secondary
44,blue-collar,married,primary
35,management,single,tertiary
31,management,married,tertiary
57,services,divorced,secondary
28,blue-collar,single,secondary
51,management,divorced,tertiary
44,technician,married,tertiary
31,technician,single,tertiary
36,blue-collar,married,primary
53,services,married,primary
34,admin.,married,secondary
37,blue-collar,married,primary
47,blue-collar,married,secondary
42,blue-collar,single,primary
23,technician,single,secondary
54,unemployed,married,tertiary
37,services,married,secondary
35,blue-collar,single,primary
56,management,married,primary
35,management,single,tertiary
32,admin.,married,secondary
42,management,single,tertiary
49,blue-collar,married,primary
39,services,married,primary
29,blue-collar,single,secondary
29,entrepreneur,single,tertiary
31,management,single,tertiary
32,blue-collar,single,primary
35,services,married,secondary
56,blue-collar,married,primary
33,management,married,tertiary
50,technician,divorced,secondary
47,technician,married,tertiary
37,admin.,divorced,tertiary
35,management,married,tertiary
49,technician,married,primary
41,blue-collar,married,secondary
57,admin.,divorced,secondary
27,self-employed,single,tertiary
45,admin.,single,primary
50,technician,divorced,tertiary
25,blue-collar,married,secondary
59,unemployed,married,primary
57,retired,married,secondary
31,admin.,married,secondary
37,services,married,secondary
25,blue-collar,married,secondary
40,self-employed,married,tertiary
57,management,married,tertiary
51,blue-collar,single,primary
47,admin.,divorced,secondary
35,management,single,tertiary
34,services,married,secondary
56,services,married,secondary
46,blue-collar,married,secondary
34,housemaid,married,primary
52,blue-collar,married,primary
42,blue-collar,married,primary
54,management,divorced,tertiary
28,blue-collar,married,primary
39,blue-collar,married,primary
49,housemaid,married,primary
57,retired,divorced,tertiary
42,services,married,secondary
39,self-employed,married,primary
47,technician,married,secondary
40,management,single,tertiary
60,technician,single,secondary
59,retired,divorced,primary
53,admin.,married,primary
34,blue-collar,married,primary
42,blue-collar,married,primary
35,unemployed,single,secondary
33,management,married,tertiary
53,management,divorced,tertiary
29,entrepreneur,married,primary
56,blue-collar,married,primary
49,blue-collar,married,primary
28,blue-collar,single,secondary
36,admin.,married,tertiary
37,management,married,tertiary
38,management,married,tertiary
31,technician,single,primary
38,management,married,tertiary
59,management,married,tertiary
33,entrepreneur,married,tertiary
40,blue-collar,married,secondary
30,technician,single,tertiary
58,retired,married,primary
57,housemaid,married,primary
35,technician,single,tertiary
32,blue-collar,married,primary
32,technician,single,tertiary
54,unemployed,married,secondary
24,student,single,primary
33,technician,divorced,secondary
36,blue-collar,married,secondary
36,management,single,tertiary
60,management,married,tertiary
41,self-employed,married,tertiary
29,blue-collar,single,secondary
31,management,single,tertiary
54,entrepreneur,married,tertiary
44,management,married,tertiary
46,blue-collar,married,primary
54,self-employed,married,secondary
50,management,married,tertiary
46,services,married,primary
60,unemployed,married,secondary
39,technician,married,tertiary
31,blue-collar,single,primary
41,technician,married,secondary
39,unemployed,single,secondary
58,blue-collar,married,primary
33,admin.,married,tertiary
46,technician,divorced,secondary
46,management,married,tertiary
31,management,married,tertiary
30,management,single,secondary
44,admin.,single,secondary
48,blue-collar,married,primary
50,technician,married,tertiary
46,management,divorced,secondary
26,blue-collar,married,primary
41,unemployed,married,primary
41,services,divorced,secondary
30,services,divorced,secondary
47,technician,married,secondary
50,entrepreneur,married,primary
20,student,single,secondary
43,technician,married,primary
45,blue-collar,married,primary
38,blue-collar,married,primary
54,unknown,divorced,tertiary
39,services,married,secondary
37,blue-collar,married,primary
31,blue-collar,married,primary
34,technician,married,tertiary
55,blue-collar,married,primary
26,unemployed,married,tertiary
38,entrepreneur,married,primary
43,housemaid,married,primary
34,management,married,tertiary
30,technician,single,tertiary
50,blue-collar,married,primary
26,blue-collar,single,secondary
31,blue-collar,married,primary
30,management,single,tertiary
46,admin.,married,secondary
35,blue-collar,married,secondary
42,technician,married,primary
60,management,married,tertiary
72,retired,married,primary
41,housemaid,married,primary
39,unemployed,married,primary
48,blue-collar,married,primary
32,blue-collar,married,primary
38,management,married,tertiary
49,management,divorced,tertiary
37,management,married,tertiary
49,admin.,divorced,primary
57,retired,married,primary
27,technician,single,tertiary
43,management,divorced,tertiary
28,management,single,tertiary
36,technician,married,secondary
38,blue-collar,married,primary
70,retired,married,primary
54,blue-collar,married,primary
42,housemaid,married,primary
35,blue-collar,single,secondary
38,admin.,single,tertiary
47,blue-collar,married,secondary
30,services,single,secondary
60,retired,married,primary
25,services,single,secondary
57,housemaid,married,tertiary
56,services,married,secondary
46,blue-collar,married,primary
36,technician,married,tertiary
32,blue-collar,married,primary
31,management,married,secondary
37,blue-collar,single,primary
27,technician,single,tertiary
58,self-employed,married,tertiary
31,admin.,married,secondary
44,housemaid,married,primary
53,services,married,primary
55,blue-collar,married,primary
34,unemployed,single,tertiary
28,self-employed,single,secondary
52,technician,divorced,secondary
34,technician,married,secondary
30,management,single,tertiary
38,blue-collar,married,primary
36,unemployed,married,tertiary
44,blue-collar,married,primary
38,blue-collar,married,secondary
50,housemaid,married,primary
26,technician,single,secondary
36,management,married,tertiary
42,services,divorced,secondary
29,services,single,secondary
33,technician,divorced,secondary
42,management,divorced,tertiary
39,technician,married,tertiary
31,technician,divorced,secondary
26,blue-collar,married,secondary
58,services,divorced,secondary
40,blue-collar,married,primary
51,unemployed,married,secondary
30,management,divorced,tertiary
54,technician,married,secondary
35,blue-collar,single,primary
55,admin.,married,secondary
49,retired,married,primary
55,blue-collar,married,secondary
33,management,married,tertiary
53,unemployed,married,primary
60,services,single,primary
45,blue-collar,divorced,primary
37,management,married,tertiary
44,services,married,primary
54,technician,married,secondary
59,blue-collar,married,primary
30,management,single,tertiary
50,technician,married,primary
25,management,single,tertiary
34,admin.,single,tertiary
44,management,married,tertiary
37,housemaid,married,primary
54,entrepreneur,married,tertiary
39,management,single,tertiary
55,management,married,tertiary
46,technician,married,tertiary
40,blue-collar,married,secondary
50,blue-collar,married,primary
54,retired,married,secondary
28,self-employed,single,tertiary
34,blue-collar,married,primary
48,services,divorced,primary
54,services,married,secondary
48,admin.,single,primary
59,retired,married,tertiary
48,technician,divorced,tertiary
66,retired,married,primary
41,blue-collar,married,primary
37,admin.,single,secondary
41,management,divorced,tertiary
47,unemployed,married,primary
28,technician,single,tertiary
28,technician,single,secondary
59,management,married,tertiary
48,blue-collar,married,secondary
51,services,married,primary
56,management,married,tertiary
42,management,married,tertiary
30,technician,single,tertiary
45,retired,married,primary
34,admin.,married,secondary
34,technician,married,secondary
38,technician,single,secondary
38,management,married,tertiary
30,services,married,secondary
32,management,single,tertiary
58,housemaid,married,primary
31,self-employed,single,tertiary
36,technician,single,secondary
32,student,single,tertiary
43,management,single,tertiary
35,entrepreneur,single,tertiary
37,admin.,single,tertiary
50,technician,married,secondary
33,management,single,tertiary
51,admin.,married,primary
40,services,married,primary
37,admin.,single,secondary
50,blue-collar,married,secondary
43,management,married,secondary
36,blue-collar,married,primary
36,self-employed,married,tertiary
32,housemaid,divorced,secondary
28,services,single,primary
36,technician,married,tertiary
57,retired,married,primary
43,management,single,primary
46,technician,married,secondary
30,technician,single,secondary
32,management,divorced,tertiary
60,blue-collar,married,primary
31,services,married,secondary
32,blue-collar,married,primary
52,services,divorced,secondary
47,management,divorced,tertiary
60,retired,married,tertiary
78,retired,divorced,tertiary
49,management,married,tertiary
43,blue-collar,married,primary
48,blue-collar,married,primary
29,entrepreneur,single,tertiary
30,blue-collar,married,primary
48,retired,married,primary
56,entrepreneur,married,secondary
34,management,married,tertiary
40,self-employed,married,tertiary
44,management,married,tertiary
73,retired,married,primary
47,management,divorced,tertiary
44,management,married,tertiary
45,management,single,tertiary
44,unemployed,married,primary
40,blue-collar,married,secondary
59,blue-collar,married,primary
31,services,married,secondary
32,blue-collar,married,secondary
32,blue-collar,married,primary
30,blue-collar,single,secondary
40,admin.,single,secondary
40,management,single,tertiary
60,retired,single,tertiary
34,admin.,married,secondary
36,blue-collar,married,primary
44,blue-collar,married,primary
57,housemaid,divorced,primary
31,student,single,tertiary
22,blue-collar,married,secondary
32,self-employed,married,secondary
35,management,divorced,tertiary
32,housemaid,single,tertiary
38,technician,married,secondary
58,blue-collar,married,primary
39,technician,married,secondary
41,blue-collar,divorced,primary
51,blue-collar,married,primary
52,blue-collar,married,primary
41,technician,married,secondary
33,blue-collar,married,secondary
44,management,married,tertiary
53,technician,single,secondary
38,management,married,tertiary
59,management,divorced,secondary
32,services,married,secondary
58,housemaid,married,primary
28,self-employed,single,tertiary
50,management,married,tertiary
61,unemployed,married,primary
27,blue-collar,single,secondary
25,blue-collar,single,secondary
48,management,married,secondary
36,blue-collar,married,primary
40,retired,married,primary
33,management,married,tertiary
33,services,single,secondary
50,management,married,tertiary
33,services,single,secondary
59,admin.,divorced,primary
30,blue-collar,married,primary
26,student,single,secondary
57,management,married,tertiary
30,management,single,tertiary
36,blue-collar,married,primary
46,entrepreneur,married,tertiary
36,housemaid,married,primary
53,retired,married,tertiary
55,admin.,married,secondary
42,management,married,tertiary
36,unemployed,single,primary
56,blue-collar,married,primary
30,services,single,secondary
57,services,married,primary
39,blue-collar,divorced,primary
29,management,single,tertiary
48,management,divorced,tertiary
34,management,single,tertiary
33,technician,single,tertiary
33,services,married,secondary
46,blue-collar,married,primary
34,blue-collar,single,secondary
49,technician,divorced,tertiary
43,services,married,secondary
24,student,single,secondary
33,technician,single,secondary
59,unemployed,married,tertiary
32,blue-collar,married,secondary
35,student,divorced,tertiary
53,blue-collar,married,primary
52,services,married,primary
26,services,single,secondary
38,technician,single,secondary
33,blue-collar,divorced,secondary
29,management,married,tertiary
37,management,married,tertiary
31,management,single,tertiary
38,blue-collar,single,primary
43,admin.,married,secondary
37,housemaid,married,primary
62,retired,divorced,tertiary
39,blue-collar,single,primary
42,technician,married,secondary
54,management,married,tertiary
32,admin.,single,secondary
50,technician,married,primary
53,entrepreneur,married,primary
58,retired,married,primary
48,blue-collar,married,primary
31,admin.,single,secondary
55,technician,married,tertiary
58,technician,married,secondary
46,management,single,tertiary
35,services,married,secondary
47,management,single,tertiary
45,entrepreneur,married,tertiary
58,management,married,primary
40,services,single,tertiary
31,management,married,tertiary
22,admin.,single,secondary
44,management,married,tertiary
37,self-employed,divorced,tertiary
47,blue-collar,married,primary
32,technician,single,tertiary
46,management,divorced,tertiary
38,management,married,tertiary
27,management,single,tertiary
42,blue-collar,married,primary
46,management,married,secondary
53,unemployed,single,primary
35,admin.,married,secondary
44,blue-collar,married,primary
53,services,married,primary
31,services,married,secondary
34,services,single,tertiary
31,technician,married,secondary
50,blue-collar,married,primary
60,housemaid,divorced,primary
34,services,divorced,secondary
53,technician,single,secondary
53,housemaid,married,primary
50,housemaid,single,primary
34,management,single,tertiary
41,blue-collar,divorced,secondary
44,management,married,tertiary
36,admin.,divorced,primary
34,management,single,tertiary
33,blue-collar,married,secondary
38,management,divorced,tertiary
38,blue-collar,married,primary
45,management,married,tertiary
31,technician,single,tertiary
39,services,married,secondary
42,technician,married,tertiary
79,retired,married,primary
31,management,married,tertiary
31,blue-collar,married,primary
32,management,married,tertiary
32,blue-collar,married,primary
39,blue-collar,married,primary
49,management,married,tertiary
60,retired,married,primary
60,retired,married,primary
31,blue-collar,married,primary
56,blue-collar,married,primary
59,retired,married,primary
35,blue-collar,divorced,secondary
57,blue-collar,married,primary
32,management,single,tertiary
26,management,single,secondary
29,services,married,secondary
39,blue-collar,single,primary
33,entrepreneur,married,tertiary
35,management,single,tertiary
46,management,married,tertiary
35,management,married,tertiary
54,blue-collar,married,primary
28,technician,single,secondary
39,housemaid,married,primary
31,self-employed,married,tertiary
53,retired,married,primary
21,student,single,primary
39,management,married,primary
30,management,single,tertiary
40,blue-collar,married,secondary
42,blue-collar,married,primary
46,housemaid,married,primary
46,management,married,tertiary
36,entrepreneur,married,primary
40,management,married,tertiary
27,student,single,tertiary
70,retired,divorced,primary
37,blue-collar,married,primary
36,technician,married,tertiary
53,housemaid,married,primary
33,technician,married,secondary
37,blue-collar,married,primary
35,self-employed,single,primary
57,housemaid,divorced,primary
47,entrepreneur,single,tertiary
45,admin.,married,secondary
45,blue-collar,married,primary
40,admin.,single,secondary
25,blue-collar,single,primary
52,services,married,primary
36,blue-collar,married,primary
28,services,single,secondary
31,services,single,tertiary
26,student,single,secondary
44,blue-collar,married,primary
55,admin.,married,primary
49,services,married,secondary
44,services,single,secondary
31,services,divorced,secondary
33,admin.,married,secondary
25,services,single,secondary
33,admin.,married,tertiary
57,management,married,secondary
27,blue-collar,married,primary
34,blue-collar,married,secondary
33,admin.,married,secondary
40,blue-collar,married,primary
36,management,married,tertiary
41,admin.,single,secondary
40,self-employed,married,primary
35,blue-collar,divorced,secondary
31,technician,single,secondary
27,management,single,tertiary
33,blue-collar,married,primary
58,retired,divorced,primary
27,services,married,primary
31,unemployed,divorced,tertiary
36,blue-collar,married,primary
30,unemployed,single,secondary
35,technician,single,tertiary
37,blue-collar,married,primary
44,blue-collar,married,primary
52,blue-collar,married,secondary
48,management,divorced,tertiary
33,blue-collar,single,secondary
47,services,married,secondary
59,blue-collar,married,primary
60,retired,married,tertiary
31,technician,single,secondary
48,services,married,secondary
57,retired,married,primary
21,student,single,primary
42,services,married,secondary
39,services,married,secondary
29,services,single,secondary
33,management,divorced,tertiary
49,blue-collar,married,primary
55,management,married,secondary
32,unemployed,divorced,primary
